market_type,asset_symbol,asset_name,ref_date,close_price,daily_return_pct,sma_7d,sma_21d,volatility_7d,roc_14d_pct,drawdown_pct,volume_ratio,trend_signal
CRYPTO,LINK,Chainlink,2025-11-25T19:58:00,12.971497028,0.25,12.84,12.84,0.0762,,0,0.98,NEUTRAL
CRYPTO,USDT,Tether USDt,2025-11-25T19:57:00,0.999529031,0,1,1,0.0002,,-0.04,0.96,NEUTRAL
CRYPTO,ADA,Cardano,2025-11-25T19:57:00,0.415637601,0.01,0.42,0.42,0.0001,,-0.07,0.91,NEUTRAL
CRYPTO,DOGE,Dogecoin,2025-11-25T19:57:00,0.150533934,0.03,0.15,0.15,0.0008,,0,0.96,NEUTRAL
CRYPTO,SOL,Solana,2025-11-25T19:57:00,136.437712932,-0.03,136.55,136.82,0.0634,-3.04,-47.9,0.81,DOWNTREND
CRYPTO,XMR,Monero,2025-11-25T19:57:00,380.869911846,-0.05,384.63,384.63,2.5195,,-1.42,1.02,NEUTRAL
CRYPTO,USDC,USDC,2025-11-25T19:57:00,0.999756411,0,1,1,0.0001,,-0.02,1.01,NEUTRAL
CRYPTO,BNB,BNB,2025-11-25T19:57:00,853.620414967,-0.01,852.69,878.51,0.6852,-8.46,-34.85,0.77,DOWNTREND
CRYPTO,XRP,XRP,2025-11-25T19:57:00,2.170190468,0.01,2.19,2.17,0.0147,-2.09,-38.97,0.93,UPTREND
CRYPTO,BTC,Bitcoin,2025-11-25T19:57:00,86808.346638147,-0.02,87272.41,90085.06,311.2181,-6.61,-30.42,0.85,DOWNTREND
CRYPTO,TRX,TRON,2025-11-25T19:57:00,0.273430888,0,0.27,0.27,0.0007,,0,0.98,NEUTRAL
CRYPTO,ZEC,Zcash,2025-11-25T19:57:00,491.413815356,-0.06,493.6,493.6,1.5556,,-0.89,1.02,NEUTRAL
CRYPTO,XLM,Stellar,2025-11-25T19:57:00,0.247588579,0.01,0.25,0.25,0.0004,,-0.34,0.9,NEUTRAL
CRYPTO,HBAR,Hedera,2025-11-25T19:57:00,0.142660902,-0.04,0.14,0.14,0.0002,,-0.34,0.87,NEUTRAL
CRYPTO,BCH,Bitcoin Cash,2025-11-25T19:57:00,518.930763991,-0.01,520.76,520.76,1.2542,,-0.56,0.97,NEUTRAL
CRYPTO,ETH,Ethereum,2025-11-25T19:57:00,2917.724064948,-0.08,2902.05,2976.58,11.4978,-6.57,-39.61,0.71,DOWNTREND
CRYPTO,LTC,Litecoin,2025-11-25T19:57:00,85.352366057,0,84.23,84.23,0.766,,0,1.03,NEUTRAL
CRYPTO,USDe,Ethena USDe,2025-11-25T19:57:00,0.998921632,0,1,1,0.0001,,-0.03,0.94,NEUTRAL
CRYPTO,HYPE,Hyperliquid,2025-11-25T19:57:00,32.148087565,0.01,32.51,32.51,0.2467,,-1.64,0.96,NEUTRAL
CRYPTO,LEO,UNUS SED LEO,2025-11-25T19:57:00,9.646527497,0,9.62,9.62,0.0183,,0,0.96,NEUTRAL
CRYPTO,LINK,Chainlink,2025-11-25T19:56:00,12.939574591,1.05,12.82,12.82,0.0569,,0,0.98,NEUTRAL
CRYPTO,HYPE,Hyperliquid,2025-11-25T19:55:00,32.144593679,-1.65,32.57,32.57,0.2077,,-1.65,0.96,NEUTRAL
CRYPTO,USDe,Ethena USDe,2025-11-25T19:55:00,0.998950707,-0.03,1,1,0.0001,,-0.03,0.94,NEUTRAL
CRYPTO,USDT,Tether USDt,2025-11-25T19:55:00,0.999523648,-0.04,1,1,0.0002,,-0.04,0.95,NEUTRAL
CRYPTO,LTC,Litecoin,2025-11-25T19:55:00,85.351916551,1.86,84.04,84.04,0.6409,,0,1.04,NEUTRAL
CRYPTO,ETH,Ethereum,2025-11-25T19:55:00,2919.942138566,0.86,2898.76,3000.27,9.3596,-3.46,-39.56,0.7,DOWNTREND
CRYPTO,XLM,Stellar,2025-11-25T19:55:00,0.247562442,-0.34,0.25,0.25,0.0003,,-0.35,0.89,NEUTRAL
CRYPTO,BNB,BNB,2025-11-25T19:55:00,853.711213401,0.18,852.46,883.49,0.5842,-5.82,-34.84,0.77,DOWNTREND
CRYPTO,XRP,XRP,2025-11-25T19:55:00,2.170003783,-1.35,2.2,2.18,0.0114,0.37,-38.97,0.93,UPTREND
CRYPTO,BTC,Bitcoin,2025-11-25T19:55:00,86827.271543188,-0.74,87362.56,90855.97,236.9202,-5.72,-30.4,0.85,DOWNTREND
CRYPTO,TRX,TRON,2025-11-25T19:55:00,0.273441608,0.48,0.27,0.27,0.0006,,0,0.98,NEUTRAL
CRYPTO,SOL,Solana,2025-11-25T19:55:00,136.483840741,-0.09,136.57,137.68,0.0413,4.31,-47.88,0.8,DOWNTREND
CRYPTO,XMR,Monero,2025-11-25T19:55:00,381.042974244,-1.38,385.26,385.26,2.076,,-1.38,1.02,NEUTRAL
CRYPTO,USDC,USDC,2025-11-25T19:55:00,0.999742444,-0.01,1,1,0.0001,,-0.02,1.01,NEUTRAL
CRYPTO,DOGE,Dogecoin,2025-11-25T19:55:00,0.150481871,1.02,0.15,0.15,0.0007,,0,0.95,NEUTRAL
CRYPTO,HBAR,Hedera,2025-11-25T19:55:00,0.142711833,-0.3,0.14,0.14,0.0002,,-0.3,0.85,NEUTRAL
CRYPTO,BCH,Bitcoin Cash,2025-11-25T19:55:00,518.98943005,-0.44,521.07,521.07,1.0517,,-0.55,0.96,NEUTRAL
CRYPTO,ZEC,Zcash,2025-11-25T19:55:00,491.708186428,-0.83,493.97,493.97,1.3362,,-0.83,1.02,NEUTRAL
CRYPTO,ADA,Cardano,2025-11-25T19:55:00,0.415597403,-0.08,0.42,0.42,0.0001,,-0.08,0.9,NEUTRAL
CRYPTO,LEO,UNUS SED LEO,2025-11-25T19:55:00,9.646547118,0.39,9.62,9.62,0.0153,,0,0.95,NEUTRAL
CRYPTO,TRX,TRON,2025-11-25T11:52:00,0.272143153,0.02,0.27,0.27,0.0001,,-0.01,1,NEUTRAL
CRYPTO,DOGE,Dogecoin,2025-11-25T11:52:00,0.148955231,0.04,0.15,0.15,0.0,,0,1,NEUTRAL
CRYPTO,BNB,BNB,2025-11-25T11:52:00,852.18070886,0.01,853.99,890.07,4.6034,-8.1,-34.96,0.82,DOWNTREND
CRYPTO,XLM,Stellar,2025-11-25T11:52:00,0.24841037,0.02,0.25,0.25,0.0,,0,1,NEUTRAL
CRYPTO,XMR,Monero,2025-11-25T11:52:00,386.374128393,0.12,386.11,386.11,0.2152,,0,1,NEUTRAL
CRYPTO,LINK,Chainlink,2025-11-25T11:52:00,12.805378823,0,12.8,12.8,0.0048,,0,1,NEUTRAL
CRYPTO,ADA,Cardano,2025-11-25T11:52:00,0.415949561,0,0.42,0.42,0.0001,,0,1,NEUTRAL
CRYPTO,ZEC,Zcash,2025-11-25T11:52:00,495.819496165,0.31,494.42,494.42,0.8363,,0,1,NEUTRAL
CRYPTO,ETH,Ethereum,2025-11-25T11:52:00,2895.038126505,-0.02,2903.44,3031.16,21.736,-6.4,-40.08,0.82,DOWNTREND
CRYPTO,USDC,USDC,2025-11-25T11:52:00,0.999891562,0,1,1,0.0001,,-0.01,1,NEUTRAL
CRYPTO,LTC,Litecoin,2025-11-25T11:52:00,83.795592716,0.02,83.78,83.78,0.0194,,0,1.02,NEUTRAL
CRYPTO,USDT,Tether USDt,2025-11-25T11:52:00,0.999956755,0.02,1,1,0.0001,,0,1,NEUTRAL
CRYPTO,LEO,UNUS SED LEO,2025-11-25T11:52:00,9.609176442,0,9.61,9.61,0.0001,,0,1,NEUTRAL
CRYPTO,HYPE,Hyperliquid,2025-11-25T11:52:00,32.684119369,0.04,32.65,32.65,0.0257,,0,1,NEUTRAL
CRYPTO,XRP,XRP,2025-11-25T11:52:00,2.199709624,0.01,2.2,2.2,0.0098,-0.76,-38.14,1.09,UPTREND
CRYPTO,USDe,Ethena USDe,2025-11-25T11:52:00,0.999245379,0.01,1,1,0.0,,0,1,NEUTRAL
CRYPTO,BCH,Bitcoin Cash,2025-11-25T11:52:00,521.300770538,-0.01,521.48,521.48,0.2985,,-0.1,1,NEUTRAL
CRYPTO,HBAR,Hedera,2025-11-25T11:52:00,0.143142924,0.03,0.14,0.14,0.0,,0,1,NEUTRAL
CRYPTO,BTC,Bitcoin,2025-11-25T11:52:00,87475.678500736,0.01,87568.74,91768.79,310.1447,-7.12,-29.88,0.89,DOWNTREND
CRYPTO,SOL,Solana,2025-11-25T11:52:00,136.601510199,0,136.84,139.16,0.6758,-0.48,-47.84,0.87,DOWNTREND
CRYPTO,USDC,USDC,2025-11-25T11:51:00,0.999891855,0.01,1,1,0.0001,,-0.01,1,NEUTRAL
CRYPTO,ADA,Cardano,2025-11-25T11:51:00,0.415933165,0.03,0.42,0.42,0.0,,0,1,NEUTRAL
CRYPTO,XMR,Monero,2025-11-25T11:51:00,385.923905239,-0.08,386.04,386.04,0.1785,,-0.08,1,NEUTRAL
CRYPTO,ETH,Ethereum,2025-11-25T11:51:00,2895.726917256,0.03,2890.1,3063.9,44.4867,-8.55,-40.06,0.81,DOWNTREND
CRYPTO,BNB,BNB,2025-11-25T11:51:00,852.069723696,-0.02,852.71,896.95,6.1687,-8.6,-34.97,0.81,DOWNTREND
CRYPTO,HBAR,Hedera,2025-11-25T11:51:00,0.143099486,0.03,0.14,0.14,0.0,,0,1,NEUTRAL
CRYPTO,BTC,Bitcoin,2025-11-25T11:51:00,87469.27588735,0.05,87472.93,92589.93,425.7373,-8.46,-29.89,0.89,DOWNTREND
CRYPTO,LINK,Chainlink,2025-11-25T11:51:00,12.80584988,0.05,12.8,12.8,0.0046,,0,1,NEUTRAL
CRYPTO,SOL,Solana,2025-11-25T11:51:00,136.598392004,0.04,136,140.48,2.4271,-2.1,-47.84,0.87,DOWNTREND
CRYPTO,DOGE,Dogecoin,2025-11-25T11:51:00,0.148901127,0.02,0.15,0.15,0.0,,0,1,NEUTRAL
CRYPTO,LTC,Litecoin,2025-11-25T11:51:00,83.775976734,0.03,83.78,83.78,0.0207,,-0.02,1.02,NEUTRAL
CRYPTO,XRP,XRP,2025-11-25T11:51:00,2.199420345,0,2.18,2.21,0.0605,-1.6,-38.14,1.09,DOWNTREND
CRYPTO,XLM,Stellar,2025-11-25T11:51:00,0.248362708,-0.01,0.25,0.25,0.0,,-0.02,1,NEUTRAL
CRYPTO,ZEC,Zcash,2025-11-25T11:51:00,494.287315455,0.11,494.07,494.07,0.3415,,-0.03,1,NEUTRAL
CRYPTO,LEO,UNUS SED LEO,2025-11-25T11:51:00,9.609011463,0,9.61,9.61,0.0001,,0,1,NEUTRAL
CRYPTO,HYPE,Hyperliquid,2025-11-25T11:51:00,32.670349152,0.14,32.64,32.64,0.02,,0,1,NEUTRAL
CRYPTO,BCH,Bitcoin Cash,2025-11-25T11:51:00,521.345844859,0.03,521.53,521.53,0.3245,,-0.1,1,NEUTRAL
CRYPTO,USDe,Ethena USDe,2025-11-25T11:51:00,0.99917807,0,1,1,0.0,,0,1,NEUTRAL
CRYPTO,USDT,Tether USDt,2025-11-25T11:51:00,0.999801999,-0.01,1,1,0.0001,,-0.01,1,NEUTRAL
CRYPTO,TRX,TRON,2025-11-25T11:51:00,0.27207775,0.01,0.27,0.27,0.0001,,-0.03,1,NEUTRAL
CRYPTO,XMR,Monero,2025-11-25T11:47:00,386.230823984,0.02,386.08,386.08,0.1972,,0,1,NEUTRAL
CRYPTO,BCH,Bitcoin Cash,2025-11-25T11:47:00,521.163798197,-0.11,521.59,521.59,0.3691,,-0.13,1,NEUTRAL
CRYPTO,XRP,XRP,2025-11-25T11:47:00,2.199498839,-0.07,2.15,2.21,0.1053,-1.98,-38.14,1.12,DOWNTREND
CRYPTO,LINK,Chainlink,2025-11-25T11:47:00,12.799952054,0.03,12.8,12.8,0.0022,,0,1,NEUTRAL
CRYPTO,USDe,Ethena USDe,2025-11-25T11:47:00,0.999145123,0,1,1,0.0,,0,1,NEUTRAL
CRYPTO,USDT,Tether USDt,2025-11-25T11:47:00,0.99989887,0.01,1,1,0.0001,,0,1,NEUTRAL
CRYPTO,HYPE,Hyperliquid,2025-11-25T11:47:00,32.624461772,-0.03,32.63,32.63,0.007,,-0.04,1,NEUTRAL
CRYPTO,LEO,UNUS SED LEO,2025-11-25T11:47:00,9.609000117,0,9.61,9.61,0.0001,,0,1,NEUTRAL
CRYPTO,USDC,USDC,2025-11-25T11:47:00,0.999770635,0,1,1,0.0001,,-0.02,1,NEUTRAL
CRYPTO,ZEC,Zcash,2025-11-25T11:47:00,493.740363061,-0.02,494,494,0.3789,,-0.14,1,NEUTRAL
CRYPTO,TRX,TRON,2025-11-25T11:47:00,0.272041944,0,0.27,0.27,0.0001,,-0.04,1,NEUTRAL
CRYPTO,SOL,Solana,2025-11-25T11:47:00,136.550228172,-0.02,134.7,141.51,3.9711,-1.53,-47.86,0.87,DOWNTREND
CRYPTO,BNB,BNB,2025-11-25T11:47:00,852.257070707,-0.02,850.04,903.53,9.5975,-6.89,-34.95,0.81,DOWNTREND
CRYPTO,XLM,Stellar,2025-11-25T11:47:00,0.248395726,-0.01,0.25,0.25,0.0,,-0.01,1,NEUTRAL
CRYPTO,BTC,Bitcoin,2025-11-25T11:47:00,87426.70549379,0,87069.95,93295.31,1149.5598,-7.38,-29.92,0.89,DOWNTREND
CRYPTO,LTC,Litecoin,2025-11-25T11:47:00,83.751476876,-0.05,83.78,83.78,0.0252,,-0.05,1,NEUTRAL
CRYPTO,ADA,Cardano,2025-11-25T11:47:00,0.415825426,-0.01,0.42,0.42,0.0,,-0.02,1,NEUTRAL
CRYPTO,HBAR,Hedera,2025-11-25T11:47:00,0.143063636,-0.02,0.14,0.14,0.0,,-0.02,1,NEUTRAL
CRYPTO,ETH,Ethereum,2025-11-25T11:47:00,2894.811769682,0,2871.8,3087.93,63.904,-6.73,-40.08,0.81,DOWNTREND
CRYPTO,DOGE,Dogecoin,2025-11-25T11:47:00,0.14887012,0.01,0.15,0.15,0.0,,0,1,NEUTRAL
CRYPTO,TRX,TRON,2025-11-25T11:46:00,0.272042345,-0.04,0.27,0.27,0.0001,,-0.04,1,NEUTRAL
CRYPTO,ADA,Cardano,2025-11-25T11:46:00,0.415855567,-0.01,0.42,0.42,0.0,,-0.01,1,NEUTRAL
CRYPTO,USDT,Tether USDt,2025-11-25T11:45:00,0.9997765,-0.01,1,1,0.0001,,-0.01,1,NEUTRAL
CRYPTO,XMR,Monero,2025-11-25T11:45:00,386.147410441,0.08,386,386,0.2065,,0,1,NEUTRAL
CRYPTO,ETH,Ethereum,2025-11-25T11:45:00,2894.819604815,-0.05,2853.35,3113.67,73.9911,-10.45,-40.08,0.81,DOWNTREND
CRYPTO,LTC,Litecoin,2025-11-25T11:45:00,83.794429246,0,83.8,83.8,0.0011,,0,1,NEUTRAL
CRYPTO,XLM,Stellar,2025-11-25T11:45:00,0.248420839,0.01,0.25,0.25,0.0,,0,1,NEUTRAL
CRYPTO,LEO,UNUS SED LEO,2025-11-25T11:45:00,9.609150961,0,9.61,9.61,0.0,,0,1,NEUTRAL
CRYPTO,LINK,Chainlink,2025-11-25T11:45:00,12.796238662,0,12.8,12.8,0.0002,,0,1,NEUTRAL
CRYPTO,BCH,Bitcoin Cash,2025-11-25T11:45:00,521.749773277,-0.02,521.8,521.8,0.0677,,-0.02,1,NEUTRAL
CRYPTO,XRP,XRP,2025-11-25T11:45:00,2.200951921,0,2.11,2.22,0.1246,-5.58,-38.1,1.15,DOWNTREND
CRYPTO,USDe,Ethena USDe,2025-11-25T11:45:00,0.999168767,0,1,1,0.0,,0,1,NEUTRAL
CRYPTO,HYPE,Hyperliquid,2025-11-25T11:45:00,32.633607851,-0.01,32.64,32.64,0.0033,,-0.01,1,NEUTRAL
CRYPTO,SOL,Solana,2025-11-25T11:45:00,136.580454918,0,133.55,142.7,4.4804,-5.88,-47.84,0.88,DOWNTREND
CRYPTO,USDC,USDC,2025-11-25T11:45:00,0.999742383,-0.02,1,1,0.0002,,-0.02,1,NEUTRAL
CRYPTO,BNB,BNB,2025-11-25T11:45:00,852.454124196,-0.01,846.87,910.11,12.0819,-8.15,-34.94,0.8,DOWNTREND
CRYPTO,DOGE,Dogecoin,2025-11-25T11:45:00,0.148858337,0.01,0.15,0.15,0.0,,0,1,NEUTRAL
CRYPTO,BTC,Bitcoin,2025-11-25T11:45:00,87429.401923272,-0.05,86736.23,94054.63,1350.2805,-12.31,-29.92,0.9,DOWNTREND
CRYPTO,HBAR,Hedera,2025-11-25T11:45:00,0.143091969,0.01,0.14,0.14,0.0,,0,1,NEUTRAL
CRYPTO,ZEC,Zcash,2025-11-25T11:45:00,493.820408533,-0.12,494.13,494.13,0.4331,,-0.12,1,NEUTRAL
CRYPTO,HBAR,Hedera,2025-11-25T11:43:00,0.143073847,,0.14,0.14,,,0,1,NEUTRAL
CRYPTO,ZEC,Zcash,2025-11-25T11:43:00,494.432930738,,494.43,494.43,,,0,1,NEUTRAL
CRYPTO,BNB,BNB,2025-11-25T11:43:00,852.544728848,0.06,848.85,914.72,14.1206,-10.54,-34.93,0.78,DOWNTREND
CRYPTO,XMR,Monero,2025-11-25T11:43:00,385.855316964,,385.86,385.86,,,0,1,NEUTRAL
CRYPTO,XLM,Stellar,2025-11-25T11:43:00,0.248395167,,0.25,0.25,,,0,1,NEUTRAL
CRYPTO,XRP,XRP,2025-11-25T11:43:00,2.201024018,0.08,2.08,2.22,0.1236,-7.79,-38.1,1.15,DOWNTREND
CRYPTO,LEO,UNUS SED LEO,2025-11-25T11:43:00,9.609083468,,9.61,9.61,,,0,1,NEUTRAL
CRYPTO,ETH,Ethereum,2025-11-25T11:43:00,2896.256179412,0.05,2844.35,3133.54,71.9101,-15.14,-40.05,0.8,DOWNTREND
CRYPTO,LTC,Litecoin,2025-11-25T11:43:00,83.795934439,,83.8,83.8,,,0,1,NEUTRAL
CRYPTO,USDT,Tether USDt,2025-11-25T11:43:00,0.999888224,,1,1,,,0,1,NEUTRAL
CRYPTO,USDe,Ethena USDe,2025-11-25T11:43:00,0.999181949,,1,1,,,0,1,NEUTRAL
CRYPTO,HYPE,Hyperliquid,2025-11-25T11:43:00,32.638211882,,32.64,32.64,,,0,1,NEUTRAL
CRYPTO,ADA,Cardano,2025-11-25T11:43:00,0.415910325,,0.42,0.42,,,0,1,NEUTRAL
CRYPTO,TRX,TRON,2025-11-25T11:43:00,0.272159881,,0.27,0.27,,,0,1,NEUTRAL
CRYPTO,BTC,Bitcoin,2025-11-25T11:43:00,87470.171216677,0.04,86622.3,94715.19,1315.2365,-13.96,-29.89,0.89,DOWNTREND
CRYPTO,DOGE,Dogecoin,2025-11-25T11:43:00,0.148841447,,0.15,0.15,,,0,1,NEUTRAL
CRYPTO,BCH,Bitcoin Cash,2025-11-25T11:43:00,521.845507592,,521.85,521.85,,,0,1,NEUTRAL
CRYPTO,SOL,Solana,2025-11-25T11:43:00,136.585397973,0,133.12,143.58,4.2807,-10.88,-47.84,0.87,DOWNTREND
CRYPTO,LINK,Chainlink,2025-11-25T11:43:00,12.795896164,,12.8,12.8,,,0,1,NEUTRAL
CRYPTO,USDC,USDC,2025-11-25T11:43:00,0.999962883,,1,1,,,0,1,NEUTRAL
CRYPTO,XRP,XRP,2025-11-25T00:00:00,2.199274063,-1.2,2.07,2.22,0.1131,-8.05,-38.15,1.16,DOWNTREND
CRYPTO,ETH,ETH,2025-11-25T00:00:00,2894.698974609,-1.96,2862.46,3158.73,98.2994,-15.24,-40.09,0.78,DOWNTREND
CRYPTO,BNB,BNB,2025-11-25T00:00:00,852.008605957,-1.44,855.01,919.83,22.7477,-11.09,-34.97,0.77,DOWNTREND
CRYPTO,SOL,SOL,2025-11-25T00:00:00,136.58682251,-1.29,133.14,144.82,4.3057,-11.63,-47.84,0.87,DOWNTREND
CRYPTO,BTC,BTC,2025-11-25T00:00:00,87439.4140625,-0.94,87193.13,95497.18,2267.1792,-15.11,-29.91,0.88,DOWNTREND
STOCK,B3SA3.SA,B3SA3.SA,2025-11-25T00:00:00,14.159999847,1.29,14.08,13.42,0.2009,10.28,-4.2,0.4,UPTREND
STOCK,WEGE3.SA,WEGE3.SA,2025-11-25T00:00:00,42.930000305,-0.6,43.55,43.5,0.5186,0.42,-25.24,0.33,UPTREND
STOCK,ITUB4.SA,ITUB4.SA,2025-11-25T00:00:00,39.88999939,0.18,40.08,39.91,0.2851,-0.18,-3.23,1.02,UPTREND
STOCK,BBAS3.SA,BBAS3.SA,2025-11-25T00:00:00,21.909999847,0.32,22.02,22.14,0.3329,-1.62,-25.01,0.6,DOWNTREND
STOCK,VALE3.SA,VALE3.SA,2025-11-25T00:00:00,65.580001831,0.75,65.18,64.77,0.2068,1.49,-0.27,0.63,UPTREND
STOCK,ABEV3.SA,ABEV3.SA,2025-11-25T00:00:00,13.649999619,-0.87,13.66,13.17,0.1249,3.72,-3.5,0.33,UPTREND
STOCK,ITSA4.SA,ITSA4.SA,2025-11-25T00:00:00,11.819999695,0.08,11.84,11.77,0.0751,0.68,-2.72,0.68,UPTREND
STOCK,GGBR4.SA,GGBR4.SA,2025-11-25T00:00:00,18.739999771,0.81,18.63,18.64,0.1182,2.36,-8.12,0.75,DOWNTREND
STOCK,AAPL,AAPL,2025-11-25T00:00:00,277.829986572,0.69,270.71,270.67,4.55,2.95,0,0.59,UPTREND
STOCK,RAIL3.SA,RAIL3.SA,2025-11-25T00:00:00,15.43999958,1.25,15.52,15.75,0.4841,-1.34,-22.47,0.2,DOWNTREND
STOCK,PRIO3.SA,PRIO3.SA,2025-11-25T00:00:00,37.560001373,-2.54,39.14,38.23,0.8927,2.2,-14.69,0.67,UPTREND
STOCK,MGLU3.SA,MGLU3.SA,2025-11-25T00:00:00,10.010000229,1.11,9.58,8.91,0.3074,19.45,-12.62,0.83,UPTREND
STOCK,MSFT,MSFT,2025-11-25T00:00:00,476.940002441,0.62,483.87,503.46,12.3393,-5.78,-11.85,0.42,DOWNTREND
STOCK,BBDC4.SA,BBDC4.SA,2025-11-25T00:00:00,19,1.06,19.05,18.82,0.2601,3.26,-2.51,0.7,UPTREND
STOCK,CMIG4.SA,CMIG4.SA,2025-11-25T00:00:00,11.260000229,0.54,11.26,11.44,0.1834,-2.51,-7.25,0.66,DOWNTREND
STOCK,TAEE11.SA,TAEE11.SA,2025-11-25T00:00:00,43.240001678,0.7,43.61,40.69,0.9065,11.86,-3.91,0.37,UPTREND
STOCK,RENT3.SA,RENT3.SA,2025-11-25T00:00:00,43.540000916,1.33,43.07,41.57,0.6284,6.45,-1.16,0.89,UPTREND
STOCK,PETR4.SA,PETR4.SA,2025-11-25T00:00:00,32.229999542,-0.95,32.68,31.58,0.255,6.55,-9.63,0.51,UPTREND
STOCK,RADL3.SA,RADL3.SA,2025-11-25T00:00:00,22.940000534,-1.12,23.12,21.58,0.2743,17.76,-9.11,0.58,UPTREND
STOCK,SUZB3.SA,SUZB3.SA,2025-11-25T00:00:00,47.720001221,-0.54,48.1,48.29,0.4374,-3.42,-26.07,0.4,DOWNTREND
STOCK,LREN3.SA,LREN3.SA,2025-11-25T00:00:00,15.25,0.99,15.12,14.87,0.1045,1.87,-20.58,0.42,UPTREND
STOCK,EQTL3.SA,EQTL3.SA,2025-11-25T00:00:00,39.060001373,0.8,39.07,37.67,0.252,7.49,-1.11,0.2,UPTREND
STOCK,BPAC11.SA,BPAC11.SA,2025-11-25T00:00:00,51.36000061,0.33,52.09,50.85,0.8841,4.73,-4.89,0.41,UPTREND
STOCK,PETR3.SA,PETR3.SA,2025-11-25T00:00:00,34.11000061,-0.81,34.68,33.54,0.3327,6.29,-13.78,0.44,UPTREND
STOCK,AZUL4.SA,AZUL4.SA,2025-11-25T00:00:00,0.889999986,3.49,0.99,1.09,0.0849,-23.28,-83.52,1.34,DOWNTREND
CRYPTO,BNB,BNB,2025-11-24T00:00:00,864.421142578,2.51,866.5,923.92,36.9077,-12.85,-34.02,0.83,DOWNTREND
CRYPTO,SOL,SOL,2025-11-24T00:00:00,138.371353149,5.87,133.73,145.72,5.0706,-17.32,-47.16,0.99,DOWNTREND
CRYPTO,XRP,XRP,2025-11-24T00:00:00,2.225878,8.78,2.07,2.22,0.1166,-11.89,-37.4,1.18,DOWNTREND
CRYPTO,ETH,ETH,2025-11-24T00:00:00,2952.713378906,5.39,2895.07,3177.68,139.8579,-17.26,-38.88,0.9,DOWNTREND
CRYPTO,BTC,BTC,2025-11-24T00:00:00,88270.5625,1.69,87980.2,96171.04,3150.9847,-16.72,-29.24,0.96,DOWNTREND
STOCK,WEGE3.SA,WEGE3.SA,2025-11-24T00:00:00,43.189998627,-0.07,43.82,43.43,0.6241,0.91,-24.79,1.25,UPTREND
STOCK,MGLU3.SA,MGLU3.SA,2025-11-24T00:00:00,9.899999619,2.8,9.44,8.82,0.2954,18.71,-13.58,1.52,UPTREND
STOCK,RAIL3.SA,RAIL3.SA,2025-11-24T00:00:00,15.25,-0.52,15.66,15.75,0.587,-2.31,-23.43,0.65,DOWNTREND
STOCK,EQTL3.SA,EQTL3.SA,2025-11-24T00:00:00,38.75,-0.23,39.1,37.51,0.2646,7.09,-1.9,0.6,UPTREND
STOCK,TAEE11.SA,TAEE11.SA,2025-11-24T00:00:00,42.939998627,1.2,43.72,40.36,0.901,13.58,-4.58,0.78,UPTREND
STOCK,ITSA4.SA,ITSA4.SA,2025-11-24T00:00:00,11.81000042,0.25,11.86,11.74,0.083,0.25,-2.8,0.99,UPTREND
STOCK,ITUB4.SA,ITUB4.SA,2025-11-24T00:00:00,39.819999695,-0.38,40.15,39.82,0.3008,-0.65,-3.4,1.24,UPTREND
STOCK,AZUL4.SA,AZUL4.SA,2025-11-24T00:00:00,0.860000014,-12.24,1.03,1.11,0.0952,-26.5,-84.07,2.62,DOWNTREND
STOCK,BPAC11.SA,BPAC11.SA,2025-11-24T00:00:00,51.189998627,-0.04,52.47,50.67,1.0648,5.55,-5.2,0.96,UPTREND
STOCK,PETR3.SA,PETR3.SA,2025-11-24T00:00:00,34.38999939,-0.49,34.76,33.43,0.2228,8.18,-13.08,1.75,UPTREND
STOCK,EMBR3.SA,EMBR3.SA,2025-11-24T00:00:00,82.519996643,-0.16,83.83,85.7,1.3235,-5.14,-7.66,1.29,DOWNTREND
STOCK,BBAS3.SA,BBAS3.SA,2025-11-24T00:00:00,21.840000153,-0.73,22.11,22.08,0.3723,-1.09,-25.25,0.86,UPTREND
STOCK,VALE3.SA,VALE3.SA,2025-11-24T00:00:00,65.089996338,-0.11,65.2,64.59,0.2362,-0.4,-1.02,0.97,UPTREND
STOCK,RENT3.SA,RENT3.SA,2025-11-24T00:00:00,42.970001221,2.21,42.86,41.35,0.6953,8.37,-2.45,1.37,UPTREND
STOCK,B3SA3.SA,B3SA3.SA,2025-11-24T00:00:00,13.979999542,0.65,14.12,13.34,0.2506,8.88,-5.42,1.09,UPTREND
STOCK,CMIG4.SA,CMIG4.SA,2025-11-24T00:00:00,11.199999809,1.73,11.35,11.42,0.2951,-2.27,-7.74,2.07,DOWNTREND
STOCK,RADL3.SA,RADL3.SA,2025-11-24T00:00:00,23.200000763,1.4,23.08,21.42,0.317,16.99,-8.08,1.62,UPTREND
STOCK,ABEV3.SA,ABEV3.SA,2025-11-24T00:00:00,13.770000458,1.1,13.66,13.1,0.1254,6.66,-2.65,1.15,UPTREND
STOCK,LREN3.SA,LREN3.SA,2025-11-24T00:00:00,15.100000381,-0.59,15.06,14.85,0.1331,2.37,-21.36,0.85,UPTREND
STOCK,BBDC4.SA,BBDC4.SA,2025-11-24T00:00:00,18.799999237,0.05,19.12,18.78,0.3035,2.5,-3.54,1.01,UPTREND
STOCK,GGBR4.SA,GGBR4.SA,2025-11-24T00:00:00,18.590000153,0.65,18.65,18.6,0.156,0.84,-8.86,0.93,UPTREND
